"""Parent ID number""",ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
OG,OG-WRL-014,Systems Security Management,"Responsible for managing the cybersecurity of a program, organization, system, or enclave. ",1,,,,0,null,"T1019,T1020,T1022,T1023,T1026,T1052,T1056,T1057,T1058,T1059,T1060,T1061,T1086,T1087,T1088,T1113,T1114,T1178,T1201,T1180,T1181,T1182,T1183,T1186,T1188,T1307,T1221,T1222,T1223,T1224,T1225,T1226,T1227,T1233,T1234,T1235,T1236,T1238,T1245,T1246,T1247,T1308,T1284,T1285,T1286,T1291,T1293,T1295,T1298,T1300,T1304,T1310,T1336,T1335,T1317,T1321,T1355,T1342,T1356,T1343,T1344,T1357,T1345,T1358,T1368,T1354,T1369,T1373,T1374,T1375,T1376,T1377,T1476,T1586,T1601,T1602,S0462,S0463,S0465,S0466,S0509,S0564,S0572,S0574,S0578,S0616,S0617,S0620,S0826,S0841,S0850,S0858,S0878,K0018,K0092,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0687,K0759,K0701,K0709,K0710,K0716,K0717,K0721,K0723,K0724,K0725,K0726,K0727,K0731,K0732,K0734,K0735,K0736,K0740,K0741,K0743,K0744,K0746,K0747,K0749,K0751,K0752,K0754,K0758,K0765,K0769,K0770,K0771,K0778,K0779,K0783,K0791,K0798,K0799,K0803,K0818,K0820,K0822,K0823,K0824,K0825,K0827,K0828,K0831,K0834,K0837,K0838,K0839,K0840,K0842,K0848,K0849,K0851,K0859,K0865,K0866,K0870,K0871,K0877,K0878,K0891,K0892,K0915,K0917,K0918,K0919,K0928,K0934,K0947,K0955,K0956,K0962,K0963,K0983,K1014,K1050,K1077,K1079,K1084,K1093,K1133,K1137,K1171,K1179,K1180,K1183,K1188,K1189,K1209,K1221,K1225",2382,,
OG,OG-WRL-004,Cybersecurity Curriculum Development,"Responsible for developing, planning, coordinating, and evaluating cybersecurity awareness, training, or education content, methods, and techniques based on instructional needs and requirements.",1,,,,0,null,"T0437,T1020,T1025,T1036,T1038,T1054,T1336,T1311,T1335,T1337,T1334,T1411,T1412,T1413,T1414,T1415,T1416,T1417,T1438,T1446,T1447,T1451,T1462,T1463,T1475,T1476,T1608,T1870,T1871,T1873,S0066,S0385,S0391,S0395,S0424,S0430,S0431,S0467,S0468,S0543,S0544,S0601,S0602,S0610,S0628,S0686,S0712,S0713,S0744,S0756,S0800,S0807,K0643,K0654,K0659,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0718,K0736,K0743,K0751,K0752,K0770,K0773,K0792,K0801,K0805,K0812,K0818,K0825,K0831,K0837,K0865,K0866,K0881,K0885,K0886,K0887,K0888,K0889,K0890,K0893,K0905,K0910,K0923,K0934,K0983,K1014,K1032,K1083,K1088,K1183",2369,,
OG,OG-WRL-013,Systems Authorization,"Responsible for operating an information system at an acceptable level of risk to organizational operations, organizational assets, individuals, other organizations, and the nation.",1,,,,0,null,"T0495,T1019,T1020,T1022,T1023,T1036,T1038,T1107,T1232,T1305,S0415,S0416,S0398,S0406,S0396,S0414,S0397,S0430,S0432,S0439,S0447,S0465,S0466,S0497,S0515,S0686,S0801,S0807,K0644,K0640,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0691,K0692,K0698,K0710,K0711,K0720,K0721,K0723,K0728,K0729,K0730,K0734,K0735,K0736,K0743,K0746,K0747,K0751,K0752,K0760,K0761,K0767,K0778,K0784,K0785,K0791,K0800,K0803,K0819,K0820,K0821,K0828,K0834,K0838,K0839,K0859,K0870,K0871,K0877,K0878,K0879,K0880,K0892,K0915,K0917,K0918,K0919,K0942,K0948,K0955,K0956,K0962,K0963,K0983,K0990,K1014,K1050,K1077,K1079,K1084",2378,,
OG,OG-WRL-005,Cybersecurity Instruction,"Responsible for developing and conducting cybersecurity awareness, training, or education. ",1,,,,0,null,"T0101,T1008,T1009,T1020,T1025,T1036,T1038,T1054,T1093,T1156,T1157,T1311,T1334,T1411,T1412,T1413,T1414,T1415,T1416,T1417,T1418,T1419,T1421,T1446,T1447,T1462,T1463,T1485,T1517,T1537,T1594,T1595,T1596,T1609,T1870,T1871,T1873,S0156,S0097,S0379,S0380,S0381,S0385,S0386,S0387,S0388,S0389,S0390,S0391,S0392,S0393,S0394,S0395,S0424,S0430,S0431,S0467,S0468,S0472,S0473,S0483,S0530,S0543,S0544,S0572,S0591,S0592,S0597,S0600,S0601,S0602,S0610,S0612,S0613,S0618,S0628,S0629,S0643,S0651,S0686,S0688,S0739,S0712,S0713,S0738,S0744,S0754,S0756,S0791,S0800,S0807,S0874,K0643,K0654,K0638,K0659,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0689,K0759,K0718,K0728,K0729,K0730,K0736,K0743,K0744,K0751,K0752,K0766,K0770,K0773,K0792,K0801,K0805,K0806,K0810,K0812,K0818,K0825,K0831,K0837,K0839,K0858,K0863,K0864,K0865,K0866,K0881,K0885,K0886,K0887,K0888,K0889,K0890,K0893,K0905,K0910,K0923,K0924,K0934,K0983,K1014,K1032,K1055,K1069,K1083,K1087,K1088,K1089",2370,,
,OG,OVERSIGHT and GOVERNANCE,"Provides leadership, management, direction, and advocacy so the organization may effectively manage cybersecurity-related risks to the enterprise and conduct cybersecurity work.",1,,,,0,null,,2366,,
OG,OG-WRL-011,Secure Project Management,"Responsible for overseeing and directly managing technology projects. Ensures cybersecurity is built into projects to protect the organization’s critical infrastructure and assets, reduce risk, and meet organizational goals. Tracks and communicates project status and demonstrates project value to the organization.",1,,,,0,null,"T0220,T1031,T0412,T1011,T1020,T1022,T1023,T1026,T1067,T1068,T1154,T1155,T1227,T1259,T1291,T1306,T1366,T1344,T1345,T1367,T1369,T1394,T1395,T1396,T1397,T1398,T1399,T1435,T1448,T1465,T1472,T1498,T1474,T1480,T1481,T1497,T1552,T1553,T1601,T1602,T1621,T1622,S0384,S0413,S0412,S0423,S0462,S0463,S0555,S0556,S0580,S0581,S0673,S0687,S0759,S0811,S0821,S0870,K0653,K0650,K0651,K0498,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0690,K0721,K0727,K0728,K0729,K0730,K0733,K0734,K0735,K0736,K0743,K0751,K0752,K0754,K0771,K0803,K0819,K0820,K0821,K0828,K0834,K0835,K0836,K0838,K0863,K0864,K0868,K0869,K0872,K0873,K0920,K0922,K0983,K1014,K1137,K1180,K1206",2371,,
OG,OG-WRL-008,Privacy Compliance ,"Responsible for developing and overseeing an organization’s privacy compliance program and staff, including establishing and managing privacy-related governance, policy, and incident response needs.",1,,,,0,null,"T0898,T1014,T1020,T1054,T1058,T1059,T1060,T1084,T1092,T1096,T1118,T1119,T1145,T1146,T1189,T1224,T1225,T1279,T1336,T1335,T1334,T1489,T1476,T1492,T1549,T1885,T1853,T1854,T1855,T1856,T1857,T1858,T1859,T1860,T1861,T1862,T1863,T1864,T1865,T1866,T1867,T1868,T1869,T1870,T1871,T1872,T1873,T1874,T1875,T1876,T1877,T1878,T1879,T1880,T1881,T1882,T1883,T1884,T1886,T1902,T1887,T1888,T1903,T1889,T1890,T1891,T1892,T1905,T1893,T1894,T1895,T1896,T1907,T1897,T1898,T1899,T1900,T1901,S0406,S0407,S0408,S0395,S0447,S0450,S0537,S0540,S0601,S0602,S0610,S0687,S0791,S0796,S0797,S0798,S0818,S0821,S0850,S0858,S0878,K0644,K0645,K0498,K0659,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0687,K0718,K0748,K0751,K0752,K0773,K0792,K0881,K0885,K0886,K0892,K0915,K0925,K0926,K0962,K0963,K0973,K0983,K0990,K1014,K1030,K1070,K1111,K1120,K1138,K1160,K1183,K1192,K1194,K1198,K1200,K1212,K1240",2379,,
OG,OG-WRL-006,Cybersecurity Legal Advice,"Responsible for providing cybersecurity legal advice and recommendations, including monitoring related legislation and regulations.",1,,,,0,null,"T0220,T0006,T1020,T1023,T1069,T1070,T1189,T1511,T1535,T1546,T1549,T1599,S0415,S0416,S0414,S0610,S0686,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0696,K0736,K0743,K0746,K0747,K0751,K0752,K0784,K0785,K0800,K0819,K0820,K0821,K0829,K0830,K0834,K0892,K0918,K0919,K0944,K0945,K0954,K0983,K0990,K1014,K1050,K1070,K1138,K1182",2372,,
K,K1116,K1116 - Knowledge of classification guidelines,Knowledge of classification guidelines,1,,,,0,null,,4325,,
OG,OG-WRL-015,Technology Portfolio Management,Responsible for managing a portfolio of technology investments that align with the overall needs of mission and enterprise priorities.,1,,,,0,null,"T0220,T1020,T1026,T1227,T1306,T1369,T1394,T1395,T1396,T1397,T1398,T1399,T1472,T1498,T1621,T1622,S0687,S0811,K0498,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0721,K0734,K0735,K0751,K0752,K0754,K0803,K0820,K0828,K0835,K0836,K0838,K0922,K0983,K1014,K1137,K1180,K1206",2373,,
OG,OG-WRL-009,Product Support Management,"Responsible for planning, estimating costs, budgeting, developing, implementing, and managing product support strategies in order to field and maintain the readiness and operational capability of systems and components.",1,,,,0,null,"T0220,T1031,T0412,T1011,T1020,T1023,T1026,T1067,T1068,T1154,T1155,T1227,T1259,T1291,T1306,T1366,T1344,T1345,T1367,T1369,T1394,T1395,T1396,T1397,T1398,T1399,T1435,T1448,T1465,T1472,T1480,T1481,T1497,T1601,T1602,T1604,T1621,T1622,S0384,S0413,S0404,S0405,S0412,S0423,S0462,S0463,S0555,S0556,S0580,S0581,S0673,S0687,S0759,S0811,S0821,S0870,K0642,K0653,K0650,K0651,K0498,K0641,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0690,K0721,K0724,K0727,K0728,K0729,K0730,K0734,K0735,K0736,K0743,K0751,K0752,K0754,K0771,K0803,K0819,K0820,K0821,K0823,K0824,K0828,K0834,K0835,K0836,K0838,K0863,K0864,K0868,K0869,K0872,K0873,K0912,K0913,K0920,K0922,K0983,K1014,K1137,K1180,K1206",2380,,
OG,OG-WRL-002,Cybersecurity Policy and Planning,"Responsible for developing and maintaining cybersecurity plans, strategy, and policy to support and align with organizational cybersecurity initiatives and regulatory compliance.",1,,,,0,null,"T0226,T1020,T1028,T1107,T1158,T1184,T1185,T1306,T1336,T1335,T1357,T1358,T1394,T1395,T1396,T1397,T1398,T1436,T1464,T1476,T1492,T1482,T1518,T1543,T1605,S0406,S0497,S0515,S0519,S0687,S0712,S0713,S0729,S0821,K0644,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0691,K0692,K0743,K0751,K0752,K0773,K0812,K0892,K0943,K0962,K0963,K0969,K0983,K0990,K1014,K1023,K1079,K1137,K1180,K1183,K1186,K1206",2374,,
PD,PD-WRL-001,Defensive Cybersecurity,Responsible for analyzing data collected from various cybersecurity defense tools to mitigate risks.,1,,,,0,null,"T0020,T0164,T0292,T0299,T1020,T1021,T1084,T1085,T1112,T1119,T1177,T1176,T1241,T1242,T1254,T1266,T1278,T1290,T1299,T1347,T1348,T1349,T1350,T1351,T1384,T1386,T1387,T1388,T1389,T1390,T1391,T1406,T1428,T1539,T1540,T1541,T1548,T1582,T1583,T1603,T1615,T1616,T1618,S0156,S0483,S0490,S0509,S0543,S0544,S0566,S0567,S0572,S0574,S0578,S0593,S0600,S0614,S0627,S0651,S0667,S0688,S0712,S0722,S0755,S0809,S0838,S0839,S0840,S0846,S0854,S0857,S0866,S0859,S0867,S0863,S0869,S0872,S0874,S0875,S0885,S0892,K0793,K0018,K0068,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0689,K0691,K0692,K0759,K0694,K0698,K0707,K0710,K0716,K0717,K0718,K0723,K0724,K0725,K0726,K0728,K0729,K0730,K0731,K0732,K0736,K0742,K0743,K0744,K0746,K0747,K0749,K0751,K0752,K0756,K0757,K0758,K0765,K0766,K0770,K0772,K0773,K0778,K0779,K0781,K0783,K0784,K0785,K0788,K0789,K0790,K0791,K0792,K0805,K0812,K0813,K0815,K0816,K0829,K0830,K0831,K0832,K0833,K0837,K0840,K0842,K0844,K0845,K0848,K0849,K0851,K0859,K0860,K0861,K0870,K0871,K0877,K0878,K0879,K0880,K0891,K0892,K0915,K0917,K0918,K0919,K0924,K0928,K0937,K0938,K0939,K0940,K0942,K0947,K0948,K0950,K0951,K0955,K0956,K0962,K0963,K0969,K0983,K1014,K1079,K1089,K1108,K1131,K1132,K1144,K1168,K1176,K1181,K1193",2384,,
OG,OG-WRL-012,Security Control Assessment,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness. ",1,,,,0,null,"T0495,T0309,T1079,T1012,T1013,T1019,T1020,T1021,T1022,T1023,T1026,T1030,T1036,T1038,T1041,T1046,T1047,T1054,T1055,T1084,T1118,T1119,T1232,T1263,T1264,T1265,T1266,T1269,T1270,T1271,T1272,T1294,T1305,T1327,T1328,T1329,T1330,T1339,T1340,T1355,T1362,T1356,T1343,T1357,T1358,T1365,T1368,T1361,T1369,T1437,T1489,T1829,S0415,S0416,S0790,S0177,S0015,S0136,S0141,S0248,S0172,S0175,S0097,S0252,S0111,S0385,S0386,S0401,S0387,S0388,S0402,S0389,S0403,S0391,S0393,S0409,S0394,S0414,S0423,S0430,S0431,S0435,S0436,S0437,S0438,S0439,S0440,S0441,S0443,S0447,S0462,S0463,S0465,S0466,S0472,S0473,S0483,S0503,S0504,S0506,S0511,S0515,S0532,S0543,S0544,S0558,S0559,S0574,S0578,S0579,S0580,S0581,S0601,S0602,S0614,S0628,S0632,S0634,S0635,S0641,S0642,S0645,S0647,S0654,S0655,S0656,S0657,S0658,S0664,S0667,S0673,S0675,S0686,S0687,S0688,S0739,S0700,S0701,S0704,S0709,S0710,S0711,S0712,S0713,S0715,S0719,S0720,S0721,S0722,S0723,S0724,S0728,S0729,S0731,S0743,S0744,S0755,S0756,S0758,S0760,S0761,S0775,S0777,S0780,S0788,S0789,S0791,S0800,S0801,S0807,S0809,S0813,S0814,S0874,S0878,K0658,K0018,K0653,K0655,K0476,K0659,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0687,K0688,K0689,K0691,K0692,K0698,K0701,K0702,K0703,K0707,K0709,K0710,K0711,K0712,K0713,K0718,K0720,K0721,K0723,K0728,K0729,K0730,K0731,K0734,K0735,K0736,K0742,K0743,K0746,K0747,K0749,K0751,K0752,K0758,K0760,K0761,K0765,K0767,K0776,K0778,K0779,K0784,K0785,K0791,K0800,K0803,K0806,K0814,K0819,K0820,K0821,K0828,K0834,K0838,K0839,K0840,K0842,K0851,K0858,K0859,K0865,K0866,K0870,K0871,K0877,K0878,K0879,K0880,K0881,K0885,K0886,K0892,K0915,K0917,K0918,K0919,K0922,K0924,K0928,K0934,K0942,K0947,K0948,K0953,K0955,K0956,K0962,K0963,K0965,K0966,K0967,K0983,K0986,K0987,K0990,K1014,K1034,K1050,K1063,K1069,K1076,K1077,K1079,K1084,K1088,K1096,K1098,K1099,K1100,K1101,K1108,K1109,K1180",2375,,
OG,OG-WRL-016,Technology Program Auditing,Responsible for conducting evaluations of technology programs or their individual components to determine compliance with published standards. ,1,,,,0,null,"T0412,T1020,T1026,T1067,T1068,T1154,T1155,T1306,T1344,T1345,T1394,T1395,T1396,T1397,T1398,T1399,T1498,T1480,T1481,S0423,S0462,S0463,S0580,S0581,S0619,S0811,K0653,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0721,K0727,K0733,K0734,K0735,K0751,K0752,K0754,K0771,K0803,K0819,K0820,K0821,K0828,K0835,K0836,K0838,K0868,K0869,K0872,K0873,K0922,K0983,K1014,K1137,K1206",2381,,
OG,OG-WRL-003,Cybersecurity Workforce Management,"Responsible for developing cybersecurity workforce plans, assessments, strategies, and guidance, including cybersecurity-related staff training, education, and hiring processes. Makes adjustments in response to or in anticipation of changes to cybersecurity-related policy, technology, and staffing needs and requirements. Authors mandated workforce planning strategies to maintain compliance with legislation, regulation, and policy.",1,,,,0,null,"T0226,T0116,T0437,T1020,T1022,T1025,T1028,T1036,T1038,T1056,T1059,T1060,T1088,T1107,T1113,T1114,T1158,T1184,T1185,T1227,T1306,T1336,T1335,T1357,T1358,T1394,T1395,T1396,T1397,T1398,T1436,T1470,T1446,T1447,T1449,T1450,T1459,T1460,T1461,T1462,T1464,T1466,T1467,T1468,T1469,T1471,T1476,T1478,T1479,T1492,T1482,T1483,T1518,T1543,T1552,T1553,T1605,T1623,S0398,S0406,S0411,S0410,S0393,S0394,S0396,S0397,S0422,S0497,S0515,S0519,S0633,S0647,S0686,S0821,S0850,S0858,S0878,S0892,K0644,K0652,K0648,K0649,K0640,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0691,K0692,K0743,K0751,K0752,K0754,K0773,K0803,K0818,K0820,K0825,K0828,K0831,K0838,K0881,K0887,K0892,K0893,K0902,K0908,K0943,K0962,K0963,K0969,K0983,K0990,K1014,K1023,K1098,K1137,K1140,K1171,K1180,K1183,K1184,K1186,K1206,K1209",2376,,
PD,PD-WRL-005,Insider Threat Analysis,Responsible for identifying and assessing the capabilities and activities of cybersecurity insider threats; produces findings to help initialize and support law enforcement and counterintelligence activities and investigations.,1,,,,0,null,"T1056,T1057,T1062,T1084,T1085,T1160,T1162,T1227,T1266,T1325,T1324,T1439,T1510,T1592,T1737,T1743,T1712,T1690,T1799,T1801,T1977,T1974,T1979,T1969,T1975,T1970,T1978,T1971,T1976,T1980,T1973,T1981,T1982,T2010,T1983,T1999,T2006,T1985,T1986,T2009,T1987,T2001,T1988,T2007,T1989,T1990,T1991,T2003,T1992,T1993,T2004,T1994,T2011,T1995,T2005,T1996,T1997,T1998,S0378,S0391,S0442,S0477,S0540,S0558,S0559,S0579,S0588,S0610,S0688,S0690,S0728,S0748,S0791,S0817,S0821,S0848,S0854,S0866,S0874,S0890,S0896,S0900,S0902,S0904,S0905,S0906,S0907,S0908,S0909,S0910,S0911,S0912,S0913,S0916,K0635,K0636,K0637,K0656,K0657,K0674,K0675,K0676,K0677,K0678,K0679,K0682,K0683,K0684,K0689,K0707,K0710,K0721,K0734,K0735,K0751,K0752,K0778,K0784,K0785,K0802,K0862,K0870,K0871,K0909,K1014,K1023,K1031,K1085,K1096,K1151,K1152,K1154,K1155,K1180,K1188,K1197,K1209,K1241,K1242,K1243,K1244,K1245,K1246,K1247,K1248,K1249,K1250,K1251,K1252,K1254,K1255,K1256,K1257,K1258,K1259,K1260,K1261,K1262,K1263,K1265,K1267,K1268,K1269,K1270,K1271,K1272,K1273,K1274,K1275",2388,,
OG,OG-WRL-007,Executive Cybersecurity Leadership,"Responsible for establishing vision and direction for an organization's cybersecurity operations and resources and their impact on digital and physical spaces. Possesses authority to make and execute decisions that impact an organization broadly, including policy approval and stakeholder engagement.",1,,,,0,null,"T0006,T1020,T1036,T1038,T1054,T1055,T1056,T1057,T1059,T1060,T1088,T1145,T1146,T1307,T1221,T1226,T1227,T1234,T1238,T1308,T1310,T1336,T1335,T1355,T1342,T1356,T1354,T1376,T1377,T1450,T1476,T1518,T1543,T1586,T1779,T1862,T1906,S0415,S0416,S0111,S0406,S0414,S0431,S0506,S0511,S0564,S0610,S0686,S0707,S0708,S0799,S0800,S0807,S0821,S0826,K0644,K0498,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0688,K0689,K0728,K0729,K0730,K0743,K0751,K0752,K0783,K0784,K0785,K0800,K0818,K0819,K0820,K0821,K0825,K0831,K0839,K0892,K0936,K0983,K0990,K1014,K1025,K1079,K1083,K1180,K1183,K1188,K1209,K1225",2377,,
PD,PD-WRL-003,Incident Response,"Responsible for investigating, analyzing, and responding to network cybersecurity incidents.",1,,,,0,null,"T0164,T0262,T0510,T1020,T1084,T1109,T1085,T1110,T1118,T1119,T1250,T1251,T1252,T1256,T1257,T1260,T1299,T1332,T1315,T1316,T1333,T1370,T1371,T1372,T1407,T1489,T1485,T1582,T1617,S0077,S0080,S0483,S0509,S0544,S0547,S0548,S0549,S0550,S0572,S0589,S0607,S0608,S0609,S0614,S0615,S0651,S0688,S0805,S0806,S0821,S0854,S0866,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0689,K0701,K0709,K0710,K0716,K0717,K0718,K0724,K0725,K0726,K0732,K0746,K0747,K0751,K0752,K0770,K0778,K0783,K0791,K0829,K0830,K0832,K0833,K0837,K0844,K0845,K0857,K0865,K0866,K0870,K0871,K0891,K0898,K0915,K0916,K0924,K0934,K0969,K0983,K1014,K1049,K1079",2385,,
PD,PD-WRL-004,Infrastructure Support,"Responsible for testing, implementing, deploying, maintaining, and administering infrastructure hardware and software for cybersecurity. ",1,,,,0,null,"T1020,T1111,T1267,T1268,T1352,T1353,T1432,T1433,T1442,T1503,T1515,T1555,T1561,T1562,S0077,S0552,S0553,S0592,S0593,S0596,S0615,S0643,S0645,S0831,S0898,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0701,K0710,K0716,K0717,K0724,K0725,K0726,K0728,K0729,K0730,K0734,K0746,K0747,K0751,K0752,K0770,K0778,K0781,K0783,K0791,K0792,K0811,K0829,K0830,K0837,K0870,K0871,K0881,K0891,K0915,K0925,K0926,K0950,K0951,K0983,K1014,K1211,K1237",2387,,
PD,PD-WRL-002,Digital Forensics ,Responsible for analyzing digital evidence from computer security incidents to derive useful information in support of system and network vulnerability mitigation.,1,,,,0,null,"T0173,T0172,T0167,T0179,T0168,T0182,T0397,T1020,T1051,T1084,T1090,T1102,T1103,T1104,T1118,T1119,T1120,T1121,T1175,T1159,T1199,T1191,T1253,T1260,T1282,T1301,T1325,T1322,T1323,T1324,T1370,T1371,T1372,T1381,T1382,T1383,T1387,T1407,T1487,T1488,T1489,T1490,T1486,T1510,T1607,T1617,S0378,S0156,S0472,S0473,S0474,S0475,S0476,S0491,S0499,S0575,S0576,S0589,S0599,S0603,S0604,S0605,S0606,S0607,S0608,S0609,S0611,S0612,S0621,S0622,S0623,S0624,S0625,S0651,S0652,S0653,S0671,S0678,S0821,S0834,S0854,S0856,S0857,S0866,S0860,S0875,S0882,S0884,K0793,K0018,K0635,K0636,K0637,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0759,K0696,K0697,K0701,K0710,K0724,K0725,K0726,K0744,K0751,K0752,K0760,K0761,K0770,K0778,K0786,K0787,K0791,K0794,K0795,K0796,K0797,K0800,K0802,K0804,K0806,K0807,K0808,K0809,K0810,K0812,K0817,K0837,K0840,K0842,K0850,K0851,K0852,K0853,K0854,K0855,K0856,K0857,K0858,K0859,K0870,K0871,K0892,K0914,K0915,K0916,K0923,K0939,K0959,K0962,K0963,K0977,K0979,K0980,K0983,K1004,K1014,K1016,K1055,K1069,K1079,K1091,K1092,K1115,K1147,K1151,K1152,K1153,K1154,K1155,K1163,K1175,K1193",2386,,
K,K1172,K1172 - Knowledge of mission requirements,Knowledge of mission requirements,1,,,,0,null,DD-WRL-008,4375,,
PD,PD-WRL-006,Threat Analysis,"Responsible for collecting, processing, analyzing, and disseminating cybersecurity threat assessments. Develops cybersecurity indicators to maintain awareness of the status of the highly dynamic operating environment.",1,,,,0,null,"T0707,T0569,T0698,T0685,T0718,T0751,T0845,T1020,T1035,T1053,T1054,T1055,T1640,T1641,T1643,T1644,T1645,T1646,T1647,T1651,T1652,T1686,T1762,T1763,T1765,T1792,T1766,T1835,T1767,T1793,T1768,T1770,T1798,T1772,T1775,T1799,T1776,T1804,S0194,S0111,S0385,S0430,S0433,S0434,S0435,S0436,S0438,S0443,S0444,S0446,S0472,S0473,S0494,S0505,S0506,S0509,S0511,S0512,S0514,S0516,S0517,S0535,S0537,S0540,S0555,S0556,S0579,S0600,S0633,S0673,S0696,S0702,S0704,S0709,S0712,S0713,S0718,S0719,S0724,S0728,S0748,S0751,S0756,S0765,S0777,S0779,S0791,S0869,S0876,K0658,K0018,K0655,K0480,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0689,K0690,K0697,K0718,K0719,K0751,K0752,K0766,K0773,K0786,K0787,K0788,K0789,K0790,K0792,K0806,K0812,K0818,K0825,K0831,K0844,K0845,K0857,K0858,K0865,K0866,K0915,K0916,K0925,K0926,K0934,K0960,K0969,K0983,K0984,K0989,K0990,K0994,K1002,K1005,K1007,K1008,K1009,K1010,K1011,K1014,K1019,K1025,K1028,K1035,K1049,K1059,K1066,K1067,K1068,K1069,K1100,K1101,K1109,K1113,K1197",2389,,
T,T0080,T0080 - Develop test plans to address specifications and requirements,Develop test plans to address specifications and requirements,1,,,,0,null,DD-WRL-007,2416,,
PD,PD-WRL-007,Vulnerability Analysis,"Responsible for assessing systems and networks to identify deviations from acceptable configurations, enclave policy, or local policy. Measure effectiveness of defense-in-depth architecture against known vulnerabilities.",1,,,,0,null,"T1079,T1020,T1041,T1069,T1070,T1084,T1091,T1118,T1119,T1229,T1279,T1341,T1489,T1619,T1620,S0483,S0492,S0532,S0543,S0544,S0572,S0574,S0578,S0588,S0591,S0597,S0641,S0642,S0656,S0675,S0686,S0688,S0804,K0068,K0674,K0675,K0676,K0677,K0678,K0679,K0680,K0681,K0682,K0683,K0684,K0685,K0686,K0688,K0698,K0701,K0710,K0716,K0717,K0728,K0729,K0730,K0742,K0751,K0752,K0760,K0761,K0770,K0778,K0779,K0783,K0791,K0797,K0813,K0832,K0833,K0837,K0844,K0845,K0865,K0866,K0870,K0871,K0879,K0880,K0882,K0891,K0915,K0924,K0934,K0939,K0942,K0955,K0956,K0969,K0983,K1014,K1076,K1079,K1087,K1129,K1130,K1182",2390,,
